home_team,away_team,home_team_score,away_team_score
DET,CWS,3,4
CHC,STL,4,8
TOR,NYY,4,1
SF,COL,7,1
NYM,WSH,5,4
TB,BAL,3,4
CIN,MIA,4,8
CLE,SD,6,1
HOU,SEA,5,10
MIN,PHI,1,9
PIT,BOS,0,4
ATL,ARI,3,10
LAD,MIL,1,4
LAA,KC,1,0
Athletics,TEX,3,5
