home_team,away_team,home_team_score,away_team_score
MIL,ATL,2,1
PHI,STL,7,6
NYY,TOR,3,1
BOS,SF,6,4
MIA,WSH,3,2
BAL,TB,5,3
CWS,NYM,6,4
KC,DET,5,2
HOU,Athletics,4,0
TEX,LAA,2,1
COL,CLE,1,9
ARI,CIN,9,0
SD,MIN,6,2
LAD,PIT,5,4
SEA,CHC,6,5
