home_team,away_team,home_team_score,away_team_score
MIA,ATL,4,8
DET,CLE,3,4
TB,BAL,4,1
PHI,CIN,1,4
WSH,NYM,9,6
NYY,TOR,5,4
KC,BOS,1,7
MIN,HOU,1,2
CHC,MIL,2,5
STL,PIT,9,6
COL,TEX,0,10
LAA,Athletics,6,14
SD,LAD,4,5
ARI,SF,5,3
SEA,CWS,1,2
