home_team,away_team,home_team_score,away_team_score
NYY,TOR,3,1
CHC,WSH,1,2
MIA,PHI,2,4
DET,CWS,6,0
CIN,NYM,6,3
PIT,MIL,1,4
BAL,LAD,4,3
TB,CLE,2,3
STL,SF,3,2
TEX,HOU,0,11
KC,MIN,11,2
ATL,SEA,2,10
ARI,BOS,5,1
COL,SD,8,10
LAA,Athletics,4,17
