home_team,away_team,home_team_score,away_team_score
TB,MIN,9,9
PIT,PHI,3,2
MIN,ATL,7,1
BOS,MIA,20,5
KC,LAA,8,2
Athletics,CLE,5,12
DET,BAL,11,7
WSH,NYM,5,4
STL,HOU,6,4
NYY,TOR,8,7
SEA,LAD,4,6
CIN,SF,N/A,N/A
CWS,CHC,N/A,N/A
LAA,ARI,N/A,N/A
MIL,SD,N/A,N/A
COL,TEX,N/A,N/A
