home_team,away_team,home_team_score,away_team_score
TB,DET,0,8
PHI,SD,3,2
BOS,BAL,2,4
WSH,MIA,3,7
NYY,CLE,4,9
CIN,KC,4,3
ATL,TOR,4,3
MIN,CWS,6,4
MIL,SF,8,3
STL,TEX,4,7
CHC,Athletics,1,2
HOU,PIT,6,10
LAA,COL,2,8
ARI,LAD,5,6
SEA,NYM,8,3
