home_team,away_team,home_team_score,away_team_score
BAL,DET,8,7
HOU,NYM,8,5
TB,PHI,4,5
ATL,BOS,6,1
PIT,ATL,1,2
MIN,NYY,5,4
TOR,STL,3,2
MIA,WSH,7,14
CHC,ARI,4,2
LAD,SEA,5,11
Athletics,SF,7,5
TEX,KC,6,15
CLE,MIL,6,9
SD,LAA,1,2
COL,CWS,14,3
