home_team,away_team,home_team_score,away_team_score
CHC,WSH,11,5
CIN,NYM,4,5
DET,CWS,5,7
PIT,MIL,2,5
BAL,LAD,2,1
NYY,TOR,1,7
MIA,PHI,3,9
ATL,SEA,4,1
TB,CLE,1,7
KC,MIN,2,1
TEX,HOU,4,3
STL,SF,2,8
COL,SD,3,0
LAA,Athletics,4,10
ARI,BOS,10,5
