home_team,away_team,home_team_score,away_team_score
BAL,PHI,0,8
ATL,WSH,4,2
TOR,STL,1,5
CLE,ARI,5,0
CIN,PIT,10,2
TB,CWS,1,9
NYM,MIA,0,2
HOU,TEX,7,3
CHC,NYY,1,2
COL,KC,8,1
LAA,MIL,3,0
Athletics,DET,0,11
SD,SF,5,4
SEA,MIN,7,6
LAD,BOS,4,8
