home_team,away_team,home_team_score,away_team_score
NYY,BAL,9,4
MIN,TOR,4,11
CHC,ARI,2,0
Athletics,CLE,6,14
PIT,CIN,17,7
WSH,MIL,1,4
BOS,HOU,3,6
MIA,PHI,4,0
TB,SF,5,1
STL,LAD,3,2
DET,TEX,5,1
COL,ATL,1,9
SD,CWS,0,4
LAA,NYM,4,3
SEA,KC,2,3
