home_team,away_team,home_team_score,away_team_score
CHC,LAD,1,4
MIN,DET,5,6
PIT,PHI,3,2
STL,MIA,4,4
NYY,BOS,4,4
CIN,LAA,1,0
SEA,MIL,9,3
HOU,WSH,3,4
BAL,TOR,8,2
SF,SD,4,3
TEX,CLE,7,3
COL,SF,3,1
