home_team,away_team,home_team_score,away_team_score
WSH,MIA,2,6
ATL,COL,3,2
NYY,BOS,16,1
TOR,SEA,7,0
CLE,KC,11,1
DET,LAD,1,6
TB,SD,5,4
MIN,CWS,5,1
MIL,TEX,4,7
STL,PIT,4,5
NYM,HOU,3,6
Athletics,BAL,5,8
LAA,PHI,2,5
CHC,CIN,5,7
