home_team,away_team,home_team_score,away_team_score
BAL,TOR,6,7
NYY,SF,4,5
CLE,KC,2,4
CIN,PIT,4,0
TB,ATL,8,3
MIA,WSH,11,4
HOU,LAA,7,3
MIN,DET,5,1
CWS,BOS,1,3
STL,PHI,7,0
Athletics,NYM,0,8
SD,COL,6,0
SEA,TEX,3,1
ARI,MIL,5,2
LAD,CHC,2,4
