home_team,away_team,home_team_score,away_team_score
PHI,ATL,1,0
MIA,NYM,4,9
BOS,LAA,5,2
BAL,CLE,6,4
KC,ARI,4,5
MIL,CHC,4,3
DET,MIN,5,4
SD,WSH,3,2
SF,STL,5,4
LAD,CIN,6,3
Athletics,TOR,6,5
