home_team,away_team,home_team_score,away_team_score
DET,TEX,2,1
PIT,ATL,3,2
WSH,STL,0,10
TB,MIL,4,3
NYM,CHC,7,2
CLE,PHI,6,0
KC,BOS,2,1
CWS,MIA,6,2
HOU,CIN,3,0
MIN,SF,3,1
COL,SD,9,13
LAA,BAL,1,4
ARI,LAD,11,14
SEA,TOR,3,6
Athletics,NYY,2,10
