home_team,away_team,home_team_score,away_team_score
WSH,COL,7,1
STL,BAL,7,5
NYY,HOU,1,5
TOR,KC,2,13
NYM,MIL,2,8
ATL,LAD,1,0
SF,ARI,6,1
