home_team,away_team,home_team_score,away_team_score
CIN,CHC,6,4
PIT,KC,8,5
BAL,MIL,5,6
CLE,Athletics,5,3
TB,BOS,2,4
NYM,PHI,6,3
CWS,DET,8,11
TEX,TOR,7,1
COL,SEA,4,5
HOU,ATL,2,6
STL,WSH,1,9
LAA,MIN,0,3
SD,MIA,8,2
ARI,NYY,2,9
LAD,SF,8,2
