home_team,away_team,home_team_score,away_team_score
NYY,ATL,5,4
BOS,Athletics,3,7
MIA,LAA,7,0
PHI,TOR,5,7
PIT,NYM,9,0
WSH,CIN,8,2
KC,CHC,6,3
MIL,MIN,4,3
SD,HOU,3,2
SF,DET,0,8
STL,COL,6,8
TEX,BAL,5,1
CWS,CLE,6,3
ARI,LAD,1,2
SEA,TB,2,3
