home_team,away_team,home_team_score,away_team_score
BOS,PIT,7,16
MIN,BAL,5,10
TB,MIN,12,1
ATL,DET,8,1
TOR,NYY,7,8
NYM,HOU,6,6
MIA,PHI,6,1
CIN,KC,5,4
LAD,CLE,11,3
CHC,SD,6,5
TEX,ARI,4,6
Athletics,MIL,0,10
COL,LAA,7,5
LAA,SF,1,4
SEA,CWS,10,12
WSH,STL,6,1
