home_team,away_team,home_team_score,away_team_score
BAL,CWS,3,9
CLE,TEX,2,4
PHI,PIT,8,0
NYY,DET,3,9
TOR,NYM,0,3
BOS,WSH,1,8
ATL,STL,3,5
KC,TB,4,10
MIL,CIN,7,2
CHC,SD,9,7
HOU,MIN,6,4
COL,MIA,3,14
Athletics,LAD,3,9
SEA,LAA,8,3
ARI,SF,8,2
