home_team,away_team,home_team_score,away_team_score
PHI,SD,4,0
PIT,STL,7,0
TOR,NYY,5,4
BOS,CIN,13,6
TB,Athletics,4,6
TEX,BAL,6,10
SEA,KC,6,2
ARI,SF,4,2
