home_team,away_team,home_team_score,away_team_score
PIT,STL,2,1
NYM,MIA,0,5
DET,NYY,3,4
CHC,TEX,2,6
Athletics,SD,1,2
ARI,BAL,9,0
SF,CIN,8,6
WSH,LAD,5,6
SEA,HOU,7,6
CLE,CWS,3,2
BOS,TOR,1,2
TB,LAA,5,4
ATL,PHI,3,4
KC,MIN,0,4
COL,MIL,2,17
