home_team,away_team,home_team_score,away_team_score
WSH,NYM,1,0
PIT,STL,2,3
NYY,CIN,4,8
TOR,HOU,3,5
MIN,DET,12,3
CLE,CWS,8,4
MIA,BOS,5,6
CHC,PHI,10,2
TEX,SD,1,3
OAK,LAA,5,0
SEA,BAL,7,3
ATL,SF,2,4
KC,TB,8,10
COL,MIL,4,3
LAD,ARI,3,9
