home_team,away_team,home_team_score,away_team_score
CLE,ARI,3,7
CLE,ARI,3,5
CHC,MIN,8,2
TEX,HOU,4,6
OAK,CWS,3,2
NYY,LAA,5,2
NYY,LAA,2,8
PIT,SD,8,9
MIA,CIN,6,4
WSH,SF,4,7
TOR,BAL,3,7
ATL,MIL,5,8
STL,TB,5,2
KC,BOS,8,4
COL,NYM,3,5
SEA,DET,2,6
LAD,PHI,4,9
