home_team,away_team,home_team_score,away_team_score
MIN,TOR,4,3
BOS,HOU,1,3
PIT,CIN,1,0
NYY,BAL,11,3
WSH,MIL,3,2
TB,SF,2,1
MIA,PHI,2,7
STL,LAD,1,4
CHC,ARI,8,4
COL,ATL,6,11
Athletics,CLE,7,1
LAA,NYM,1,5
SEA,KC,1,4
SD,CWS,4,3
DET,TEX,7,1
