home_team,away_team,home_team_score,away_team_score
BAL,SEA,5,6
PIT,LAD,3,12
TB,BOS,4,3
DET,MIN,10,4
MIA,ARI,10,6
CLE,NYY,2,3
TOR,PHI,3,2
NYM,STL,0,7
KC,TEX,5,3
CWS,ATL,6,5
COL,CHC,7,3
LAA,HOU,10,1
SD,CIN,3,5
SF,WSH,3,6
Athletics,MIL,7,5
