home_team,away_team,home_team_score,away_team_score
PIT,SD,2,8
CLE,KC,10,2
BOS,MIL,5,0
CWS,BAL,3,5
TEX,SEA,3,0
TOR,LAD,4,3
COL,HOU,9,1
SF,PHI,5,0
WSH,STL,1,6
LAA,ATL,2,8
NYM,ARI,2,7
TB,CHC,2,6
MIA,CIN,7,4
NYY,Athletics,2,3
MIN,DET,8,6
