home_team,away_team,home_team_score,away_team_score
WSH,CIN,7,1
BOS,Athletics,3,4
PIT,NYM,1,11
PHI,TOR,7,6
NYY,ATL,1,2
MIA,LAA,12,3
KC,CHC,2,10
CWS,CLE,5,3
MIL,MIN,4,3
STL,COL,7,4
TEX,BAL,5,10
SF,DET,1,3
ARI,LAD,4,2
SEA,TB,1,4
SD,HOU,7,2
