home_team,away_team,home_team_score,away_team_score
KC,PHI,15,1
TB,NYY,1,5
WSH,HOU,12,11
ATL,NYM,6,7
STL,MIL,3,4
SD,ARI,0,8
SF,TOR,10,1
LAD,COL,8,7
