home_team,away_team,home_team_score,away_team_score
NYY,PIT,4,9
DET,CWS,0,4
CHC,CIN,3,0
TOR,MIA,1,8
SF,STL,6,5
WSH,PHI,6,3
BOS,TB,2,7
CLE,HOU,3,4
MIN,BAL,2,9
MIL,NYM,6,0
ATL,KC,2,1
COL,LAD,2,13
ARI,SD,0,5
LAA,TEX,8,9
SEA,OAK,7,6
