home_team,away_team,home_team_score,away_team_score
WSH,CIN,0,5
MIA,SD,3,2
ATL,SF,3,9
PIT,DET,6,1
NYM,LAA,6,3
CHC,KC,4,8
COL,STL,6,0
ARI,HOU,3,4
SEA,MIL,2,10
LAD,MIN,4,3
CLE,BAL,3,2
TOR,NYY,8,4
PHI,BOS,8,9
TB,CWS,9,11
TEX,Athletics,2,1
