home_team,away_team,home_team_score,away_team_score
WSH,STL,3,5
BAL,TB,3,6
MIN,BOS,9,8
PHI,TOR,5,4
ATL,PIT,6,5
TOR,DET,5,0
CIN,ARI,9,8
CHC,SEA,9,8
SF,KC,7,3
TEX,KC,5,3
CWS,LAD,5,2
COL,Athletics,1,8
SD,CLE,7,2
MIL,LAA,2,6
Athletics,ARI,4,2
HOU,NYY,5,2
MIA,NYM,3,7
