home_team,away_team,home_team_score,away_team_score
MIA,MIN,4,1
COL,HOU,7,6
WSH,DET,11,7
TOR,NYY,8,5
NYM,MIL,3,2
ATL,LAA,1,5
CHC,CLE,1,0
ARI,SF,2,7
SEA,KC,2,3
LAD,CWS,6,2
