home_team,away_team,home_team_score,away_team_score
CWS,COL,11,3
STL,CIN,4,9
TOR,NYY,9,3
PHI,MIA,2,3
KC,CLE,2,7
NYM,HOU,6,9
ARI,OAK,3,0
BOS,SD,1,11
TB,WSH,1,8
ATL,PIT,2,1
MIL,CHC,3,5
SF,LAD,7,14
BAL,TEX,6,5
LAA,DET,6,5
SEA,MIN,1,5
