home_team,away_team,home_team_score,away_team_score
ARI,MIN,6,13
SF,CHC,3,5
CWS,ATL,1,0
PHI,MIA,4,7
BAL,TEX,11,2
TOR,NYY,9,2
STL,CIN,4,11
KC,CLE,2,1
LAA,DET,5,0
