home_team,away_team,home_team_score,away_team_score
CHC,PHI,4,0
WSH,NYM,5,4
NYY,TOR,2,4
KC,HOU,2,0
MIN,LAA,11,4
STL,MIL,3,2
COL,CIN,7,8
SD,TB,0,1
ARI,ATL,2,8
SEA,MIA,4,8
Athletics,CWS,6,5
LAD,PIT,0,3
SF,TEX,0,2
DET,BAL,N/A,N/A
CLE,BOS,N/A,N/A
