home_team,away_team,home_team_score,away_team_score
PIT,WSH,0,3
CIN,SEA,8,4
MIA,ARI,4,10
PHI,SF,6,4
BAL,CLE,3,6
TB,BOS,4,7
NYY,KC,4,2
TOR,ATL,6,3
MIN,NYM,6,3
CWS,Athletics,3,12
MIL,DET,5,0
STL,HOU,0,2
TEX,LAA,4,0
SD,CHC,1,2
LAD,COL,6,2
