home_team,away_team,home_team_score,away_team_score
WSH,PIT,1,7
NYY,MIN,4,11
TEX,DET,0,3
SEA,TOR,11,0
CIN,BAL,5,8
HOU,TB,10,8
CLE,CWS,1,3
CHC,STL,0,3
ATL,NYM,14,3
COL,SF,4,6
KC,PHI,1,6
LAA,BOS,1,8
Athletics,MIA,2,7
ARI,MIL,4,3
LAD,SD,3,0
