home_team,away_team,home_team_score,away_team_score
STL,TB,6,5
CHC,WSH,10,2
TOR,Athletics,8,7
BAL,MIN,1,4
PHI,TEX,4,5
CIN,BOS,6,5
NYM,PIT,4,2
MIA,COL,4,3
HOU,LAA,11,9
MIL,CWS,6,1
ATL,KC,6,2
SF,NYY,1,3
SD,DET,3,0
LAD,ARI,3,2
SEA,CLE,5,6
