home_team,away_team,home_team_score,away_team_score
ATL,BAL,1,2
WSH,BOS,4,6
PHI,CIN,3,1
TOR,LAA,3,2
CLE,DET,2,7
NYM,NYY,4,6
MIA,MIL,1,3
MIN,TB,5,7
COL,CWS,6,4
ARI,KC,0,4
LAD,HOU,1,5
SEA,PIT,1,0
CHC,STL,11,0
SD,TEX,4,1
Athletics,SF,2,6
