home_team,away_team,home_team_score,away_team_score
BOS,TB,10,0
BOS,TB,5,3
NYY,LAD,1,2
ATL,TEX,15,1
TOR,CWS,4,12
MIL,MIA,2,1
CHC,MIN,2,5
HOU,BAL,2,3
KC,SD,7,6
COL,CIN,2,7
LAA,DET,1,2
Athletics,WSH,4,23
ARI,STL,4,5
SEA,SF,0,7
CLE,PIT,N/A,N/A
