home_team,away_team,home_team_score,away_team_score
PIT,MIL,7,4
CIN,LAD,2,8
TB,Athletics,10,1
COL,SD,2,9
HOU,KC,6,2
NYM,PHI,0,3
CWS,DET,3,1
TEX,BOS,3,4
LAA,MIN,5,4
