home_team,away_team,home_team_score,away_team_score
CHC,ARI,2,5
PIT,PHI,8,7
WSH,CIN,8,5
NYY,TB,6,1
TOR,DET,4,5
CLE,SD,7,0
MIA,NYM,6,4
TEX,BAL,1,9
KC,CWS,7,1
COL,SF,7,3
OAK,LAA,13,3
LAD,BOS,4,1
SEA,HOU,0,3
ATL,STL,N/A,N/A
