home_team,away_team,home_team_score,away_team_score
BAL,CLE,5,9
DET,MIN,2,3
PHI,HOU,5,6
MIA,NYM,5,7
BOS,LAA,1,6
NYY,COL,5,3
ATL,TB,1,7
KC,ARI,3,5
CWS,PIT,3,9
MIL,CHC,4,3
SD,WSH,5,4
SEA,TEX,5,10
Athletics,TOR,2,4
SF,STL,2,1
LAD,CIN,3,2
