home_team,away_team,home_team_score,away_team_score
STL,HOU,3,5
PHI,MIN,6,3
TB,ATL,3,7
TOR,PHI,11,7
NYM,STL,3,2
LAA,TEX,3,3
Athletics,KC,10,1
CHC,SD,1,5
KC,SEA,8,7
SF,CLE,5,4
CIN,CWS,5,8
COL,LAA,4,3
SEA,CIN,3,5
BAL,DET,1,9
BOS,PIT,2,1
WSH,MIA,0,6
DET,NYY,0,4
MIL,ARI,9,16
