home_team,away_team,home_team_score,away_team_score
SF,NYY,0,3
TOR,Athletics,3,2
MIA,COL,2,1
ATL,KC,6,0
HOU,LAA,2,6
SD,DET,2,5
SEA,CLE,5,1
LAD,ARI,5,4
