home_team,away_team,home_team_score,away_team_score
BAL,CWS,2,8
PHI,PIT,7,11
NYY,DET,3,7
TOR,NYM,2,1
BOS,WSH,6,3
CLE,TEX,3,6
MIL,CIN,5,3
CHC,SD,3,2
HOU,MIN,4,5
COL,MIA,7,10
Athletics,LAD,4,9
SEA,LAA,6,2
ARI,SF,5,4
