home_team,away_team,home_team_score,away_team_score
SEA,BOS,1,3
MIA,PHI,2,4
WSH,COL,1,3
NYY,LAA,2,3
TOR,ARI,8,1
CIN,MIN,4,2
ATL,NYM,5,0
TB,BAL,12,8
TEX,KC,3,6
SF,CLE,2,4
Athletics,HOU,4,11
LAD,SD,4,3
DET,PIT,N/A,N/A
CWS,STL,N/A,N/A
CHC,MIL,N/A,N/A
