home_team,away_team,home_team_score,away_team_score
DET,CWS,7,4
BOS,STL,13,9
CHC,SD,3,1
NYM,TOR,5,0
COL,Athletics,3,6
PIT,NYY,4,9
SF,SEA,10,9
WSH,ARI,4,6
PHI,LAD,3,2
ATL,MIA,10,0
KC,BAL,8,2
TEX,TB,5,2
MIL,CIN,3,2
LAA,CLE,6,8
