home_team,away_team,home_team_score,away_team_score
PIT,SEA,7,2
DET,NYY,4,0
CHC,TOR,3,2
TB,ARI,6,1
NYM,MIA,4,0
PHI,WSH,5,1
CIN,KC,1,13
BAL,BOS,1,5
TEX,MIN,2,5
OAK,SF,2,0
HOU,CWS,6,1
STL,LAD,5,2
MIL,CLE,2,1
COL,SD,3,8
LAA,ATL,3,11
