home_team,away_team,home_team_score,away_team_score
PHI,SD,6,4
BOS,BAL,2,8
NYY,CLE,2,1
MIL,SF,9,12
ATL,TOR,2,7
MIN,KC,6,8
CHC,Athletics,7,6
HOU,PIT,1,5
ARI,LAD,3,2
