home_team,away_team,home_team_score,away_team_score
PHI,MIA,8,2
WSH,KC,6,4
BOS,TOR,1,6
NYY,CWS,12,2
CIN,NYM,5,3
ATL,SF,N/A,N/A
MIL,CLE,2,1
STL,SD,3,2
CHC,COL,2,5
TEX,MIN,2,12
HOU,DET,4,2
ARI,LAA,0,7
Athletics,PIT,5,6
SEA,BAL,3,1
LAD,TB,1,0
