home_team,away_team,home_team_score,away_team_score
PIT,MIA,3,1
CWS,CLE,4,6
TOR,NYM,2,6
ARI,TEX,14,4
DET,COL,7,4
PHI,TB,3,2
WSH,ATL,5,1
NYY,KC,4,3
BOS,BAL,5,3
MIN,LAA,6,4
STL,CIN,2,1
HOU,OAK,4,5
SEA,SD,5,2
SF,MIL,13,2
LAD,CHC,10,8
