home_team,away_team,home_team_score,away_team_score
WSH,NYM,11,6
STL,HOU,6,11
BOS,TOR,7,8
PIT,MIN,5,1
PHI,BAL,3,7
ATL,TB,2,4
NYY,DET,0,4
NYM,MIA,1,1
CLE,LAA,14,2
Athletics,COL,4,0
LAD,SD,8,3
SF,CIN,5,2
CHC,TEX,6,5
KC,CWS,4,3
SEA,ARI,11,5
COL,MIL,6,1
