home_team,away_team,home_team_score,away_team_score
CHC,TB,4,5
TOR,BAL,5,4
WSH,PIT,1,5
NYM,TEX,2,3
MIA,DET,6,4
BOS,NYY,3,5
PHI,KC,8,6
CLE,CWS,3,1
MIN,ARI,2,5
ATL,HOU,2,6
MIL,STL,9,8
SD,COL,11,3
SF,LAD,7,13
SEA,LAA,5,3
Athletics,CIN,11,5
