home_team,away_team,home_team_score,away_team_score
CLE,WSH,3,6
BAL,TB,6,1
DET,LAA,6,10
PIT,CHC,12,1
BOS,ATL,6,7
TOR,MIA,8,1
NYM,CIN,2,7
CWS,MIN,3,5
KC,NYY,1,15
MIL,STL,6,0
TEX,HOU,10,7
Athletics,SEA,1,4
SD,PHI,3,4
SF,ARI,5,7
LAD,COL,15,6
