home_team,away_team,home_team_score,away_team_score
BAL,NYY,7,0
CLE,LAA,4,2
CIN,WSH,7,8
PIT,COL,4,10
BOS,PHI,3,1
TOR,TB,5,3
NYM,DET,3,2
ATL,CHC,4,1
CWS,KC,6,5
MIN,MIA,5,9
MIL,SD,1,3
TEX,ARI,6,5
HOU,SEA,4,3
Athletics,STL,6,2
LAD,SF,4,0
