home_team,away_team,home_team_score,away_team_score
CLE,MIL,2,0
DET,BOS,10,9
CIN,CWS,1,5
TOR,TB,9,11
NYM,PIT,2,1
ATL,WSH,5,2
CHC,MIA,5,4
TEX,COL,4,1
HOU,KC,2,1
SD,LAA,6,4
SEA,NYY,2,1
SF,ARI,10,6
LAD,Athletics,1,11
BAL,MIN,N/A,N/A
PHI,STL,N/A,N/A
