home_team,away_team,home_team_score,away_team_score
BAL,PIT,7,2
WSH,STL,3,1
MIN,DET,2,1
ATL,TB,5,3
MIA,HOU,1,4
CHC,KC,9,8
KC,SF,2,5
CWS,LAA,4,8
CIN,MIL,6,3
ARI,Athletics,3,13
SEA,COL,7,11
NYY,TOR,8,1
