home_team,away_team,home_team_score,away_team_score
CLE,CHC,9,8
CIN,STL,6,1
TB,HOU,1,6
BOS,TEX,5,4
MIN,KC,8,3
CWS,NYY,12,2
MIL,LAD,2,5
LAA,TOR,2,4
ARI,COL,5,4
SD,PIT,2,1
SF,ATL,0,1
