home_team,away_team,home_team_score,away_team_score
BAL,ARI,5,8
STL,CLE,5,3
MIN,BOS,5,9
DET,KC,2,1
PIT,WSH,2,0
CIN,SF,8,3
PHI,CHC,2,11
NYY,LAA,5,4
ATL,MIA,6,3
CWS,TB,3,8
MIL,TOR,2,1
HOU,COL,3,1
SD,SEA,7,6
Athletics,TEX,6,5
LAD,NYM,8,2
