home_team,away_team,home_team_score,away_team_score
WSH,CLE,10,9
WSH,CLE,1,9
MIA,LAD,5,4
BOS,TEX,1,6
TB,PHI,4,8
NYY,SD,12,3
ATL,CIN,2,1
CHC,SF,5,14
MIN,BAL,9,1
KC,CWS,4,3
MIL,HOU,4,3
STL,PIT,2,1
LAA,TOR,8,3
ARI,NYM,5,1
Athletics,SEA,3,5
COL,DET,N/A,N/A
