home_team,away_team,home_team_score,away_team_score
NYM,WSH,4,3
MIN,TEX,3,16
COL,SF,8,7
BAL,DET,1,4
KC,NYY,0,1
MIL,STL,6,0
CHC,PIT,3,2
HOU,CWS,4,3
