home_team,away_team,home_team_score,away_team_score
DET,BAL,4,4
HOU,STL,5,6
PIT,TB,7,4
BOS,TOR,11,10
PHI,PIT,3,4
ATL,MIN,1,8
NYY,NYM,4,6
MIA,WSH,8,16
Athletics,CLE,0,6
CIN,SEA,8,14
SF,CHC,4,2
TEX,COL,9,5
CWS,MIL,5,2
ARI,LAA,9,10
SD,LAD,1,5
MIL,KC,3,7
